,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude
99,VT,Vermont,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.019,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791
100,MD,Maryland,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.461,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
101,TX,Texas,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.747000000000001,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
102,MA,Massachusetts,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.056,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675
103,MO,Missouri,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.04,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053
104,AL,Alabama,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.234,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
105,IN,Indiana,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.583,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
106,PA,Pennsylvania,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.195,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294
107,MN,Minnesota,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.4760000000000004,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
108,WV,West Virginia,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.035,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135
109,DE,Delaware,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.193,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168
110,AR,Arkansas,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.8730000000000002,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
111,OH,Ohio,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.525,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
112,IL,Illinois,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.058,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
113,AK,Alaska,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.591,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
114,AZ,Arizona,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.621,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
115,NC,North Carolina,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.591,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
116,AR,Arkansas,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.721,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
117,MD,Maryland,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9069999999999998,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
118,GA,Georgia,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.538,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
119,MS,Mississippi,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.355,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
120,VT,Vermont,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.77,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791
121,NY,New York,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.536,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
122,KS,Kansas,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.239,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
123,ND,North Dakota,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.389,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049
124,AR,Arkansas,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.584,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
125,LA,Louisiana,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.84,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
126,HI,Hawaii,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.1530000000000005,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
127,KY,Kentucky,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.905,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048
128,UT,Utah,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.37200000000000005,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
129,NH,New Hampshire,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.578,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
130,IN,Indiana,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.602,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
131,IN,Indiana,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.19,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
132,OH,Ohio,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.0969999999999995,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
133,WY,Wyoming,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.327000000000001,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
134,AZ,Arizona,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.622000000000001,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
135,NJ,New Jersey,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.38,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
136,CT,Connecticut,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.856,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
137,FL,Florida,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9369999999999998,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
138,NC,North Carolina,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.676,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
139,IL,Illinois,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.5489999999999995,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
140,MD,Maryland,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.718999999999999,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
141,UT,Utah,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.046,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
142,SC,South Carolina,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.1060000000000003,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
143,SC,South Carolina,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.569,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
144,WY,Wyoming,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.896,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
145,NY,New York,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.142,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
146,WA,Washington,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.537,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
147,SD,South Dakota,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.68,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
148,OK,Oklahoma,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6340000000000001,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
149,NH,New Hampshire,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.639,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
150,ME,Maine,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.212999999999999,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
151,WV,West Virginia,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.662,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135
152,NJ,New Jersey,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.619,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
153,NM,New Mexico,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.626,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
154,CT,Connecticut,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.67,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
155,KS,Kansas,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.466,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
156,NY,New York,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,10.376,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
157,AR,Arkansas,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.455,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
158,NV,Nevada,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.0280000000000005,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
159,GA,Georgia,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.483,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
160,TN,Tennessee,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.925,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
161,KY,Kentucky,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.678,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048
162,TN,Tennessee,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.738,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
163,MT,Montana,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9129999999999999,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645
164,MO,Missouri,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.161,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053
165,NJ,New Jersey,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.147,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
166,MA,Massachusetts,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.3159999999999998,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675
167,AR,Arkansas,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.486,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
168,MS,Mississippi,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.06,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
169,MD,Maryland,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.358,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
170,AK,Alaska,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.017999999999999,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
171,DE,Delaware,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.887,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168
172,CA,California,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.51,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
173,MN,Minnesota,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.5889999999999995,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
174,NJ,New Jersey,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.47,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
175,NE,Nebraska,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.755,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
176,MN,Minnesota,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.609,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
